country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,Notes 2000,Source 2000,Notes 2001,Source 2001,Notes 2002,Source 2002,Notes 2003,Source 2003,Notes 2004,Source 2004,Notes 2005,Source 2005,Notes 2006,Source 2006,Notes 2007,Source 2007,Notes 2008,Source 2008,Notes 2009,Source 2009,Notes 2010,Source 2010,Notes 2011,Source 2011,Notes 2012,Source 2012,Notes 2013,Source 2013,Notes 2014,Source 2014,Notes 2015,Source 2015,Notes 2016,Source 2016
Dominican Rep.,3.7,4.43,6.82,7.9,8.87,11.48,14.84,17.66,20.82,27.72,31.4,38,42.32,45.9,49.58,54.22,61.33,10.6,,Instituto Dominicano de las Telecomunicaciones (INDOTEL).,,Instituto Dominicano de las Telecomunicaciones (INDOTEL).,,Instituto Dominicano de las Telecomunicaciones (INDOTEL).,,Instituto Dominicano de las Telecomunicaciones (INDOTEL).,,Instituto Dominicano de las Telecomunicaciones (INDOTEL).,,Instituto Dominicano de las Telecomunicaciones (INDOTEL).,,Instituto Dominicano de las Telecomunicaciones (INDOTEL).,,Instituto Dominicano de las Telecomunicaciones (INDOTEL),,Instituto Dominicano de las Telecomunicaciones (INDOTEL),Calculated using a multiplying factor of 3.9 to residencial subscriptions and 16 to business subscriptions.,Instituto Dominicano de las Telecomunicaciones (INDOTEL),,ITU estimate.,12+ years.,Oficina Nacional Estadistica.,12+ years,Oficina Nacional de Estadistica,12+ years,Oficina Nacional de Estadistica,,ITU estimate.,Population age 12+.,Oficina Nacional de Estadistica,,ITU Estimate.
Ecuador,1.46,2.67,4.26,4.46,4.83,5.99,7.2,10.8,18.8,24.6,29.03,31.37,35.14,40.28,45.59,48.94,54.06,10.6,,,,,,,,,,,,ITU estimate.,Population age 10+.,ITU estimate.,Estimated based on survey results.,ITU estimate.,,Secretaría Nacional de Telecomunicaciones (SENATEL),"Population age 5+ (Source: INEC, households survey)",Secretaría Nacional de Telecomunicaciones (SENATEL),Population age 5+.,Instituto Nacional de Estadistica y Censos,Population age 5+.,Instituto Nacional de Estadistica y Censos - INEC,Population age 5+.,INSTITUTO NACIONAL DE ESTADISTICA Y CENSOS - INEC,Population age 5+. Direct respondent as of 15.,Instituto Nacional de Estadistica y Censos,Population age 5+,Instituto Nacional de Estadistica y Censos,Population age 5+.,Instituto Nacional de Estadistica y Censos,,Instituto Nacional de Estadistica y Censos.
Egypt,0.64,0.84,2.72,4.04,11.92,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,33.89,37.82,41.25,10.6,,Telecom Egypt estimate.,,Telecom Egypt estimate.,,MICT.,,Telecom Egypt estimate.,,Ministry of Communications and Information Technology.,,Ministry of Communications and Information Technology.,,Ministry of Communications and Information Technology.,,Ministry of Communcations and Information Technology,,Ministry of Communications and Information Technology,,ITU estimate.,Population age 6+.,Ministry of Communications and Information Technology,Population age 6+.,Ministry of Communications and Information Technology,Population age 6+.,central agency for public mobilization and statistics-capmas,Population age 6+.,Ministry of Communications and Information Technology,Population age 6+.,Ministry of Communications and Information Technology,Population age 6+.,Central Agency For Public Mobilization And Statistics (CAPMAS),,Central Agency For Public Mobilization And Statistics (CAPMAS).
El Salvador,1.18,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32,23.11,24.76,26.8,29,10.6,,Superintendencia General de Electricidad y Telecomunicaciones.,Estimated based on Survey results. Population age 10+.,ITU estimate.,Estimated based on Survey results. Population age 10+.,ITU estimate.,Estimated based on Survey results. Population age 10+.,ITU estimate.,Estimated based on Survey results. Population age 10+.,ITU estimate.,Estimated based on Survey results. Population age 10+.,ITU estimate.,Population age 10+.,"OSILAC, ECLAC.",Population age 10+.,DIGESTYC,Population age 10+.,DIGESTYC,Population age 10+.,DIGESTYC,Population age 10+.,DIGESTYC,,ITU estimate.,,Dirección General de Estadística y Censos. (DIGESTYC),In the last 12 months. Individuals aged 10 and above.,Dirección General de Estadística y Censos. (DIGESTYC),Population age 10+.,Dirección General de Estadística y Censos. (DIGESTYC),,Dirección General de Estadística y Censos. (DIGESTYC).,,ITU Estimate.
Equatorial Guinea,0.13,0.17,0.32,0.52,0.84,1.15,1.28,1.56,1.82,2.13,6,11.5,13.94,16.4,18.86,21.32,23.78,10.6,,,,,,,,,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,La Société Anonyme de Télécommunications de la République de Guinée Equatoriale,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Eritrea,0.14,0.16,0.23,,,,,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,1.08,1.18,10.6,,,,,,,,,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Estonia,28.58,31.53,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.39,80,84.24,88.41,87.24,10.6,,Ministry of Economic Affairs and Communications.,,Ministry of Economic Affairs and Communications.,,Ministry of Economic Affairs and Communications estimate.,,Ministry of Economic Affairs and Communications estimate.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74 in the last 3 months.,Estonian Competition Authority, Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Statistical Office of Estonia.,Population age 16-74.,Statistical Office of Estonia.,,Statistical Office of Estonia.
Ethiopia,0.02,0.04,0.07,0.11,0.16,0.22,0.31,0.37,0.45,0.54,0.75,1.1,2.9,4.6,7.7,13.86,15.37,10.6,,Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.,,Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.,,Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.,,Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.,,Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.,,Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.,,Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.,,Ethiopian Telecommunication Agency,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Ministry of Communications and Information Technology.,,Ministry of Communications and Information Technology.
Falkland (Malvinas) Is.,58.62,64.6,64.15,64.02,67.32,84.01,87.1,90.06,92.96,95.84,95.84,96.38,96.92,96.9,97.6,98.31,99.02,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Cable & Wireless South Atlantic Ltd,,Cable & Wireless,,Cable & Wireless,,Cable & Wireless,,Cable & Wireless,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Faroe Islands,32.92,43.25,53.3,58.91,66.53,67.9,69.36,75.98,75.57,75.18,75.2,80.73,85.34,90,93.3,94.2,95.11,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Post and Telecom Surveillance Authority,,Post and Telecom Surveillance Authority,,Post and Telecom Surveillance Authority,,Post and Telecom Surveillance Authority,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Fiji,1.5,1.86,6.15,6.73,7.41,8.45,9.6,10.9,13,17,20,28,33.74,35.2,37.4,42.5,46.51,10.6,,Telecom Fiji.,,Telecom Fiji.,,Telecom Fiji.,,Telecom Fiji.,,"Ministry of Information, Communications & Media Relations.",,"Ministry of Information, Communications & Media Relations.",,"Ministry of Information, Communications & Media Relations.",,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Finland,37.25,43.11,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.71,89.88,91.51,86.53,86.42,87.7,10.6,Has used at least one other Internet application besides e-mail in last 3 months. Population age 15+.,www.toy.fi.,Using at least one other Internet application besides e-mail in last 3 months. Population age 15+.,www.toy.fi.,Population age 16-74 using Internet in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74 using Internet in the last 3 months.,Eurostat.,"Population age 16-74.
",Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Break in series. Population aged 16-89.,Statistics Finland.,Population aged 16-89.,Statistics Finland.,Population aged 16-89.,Statistics Finland.
France,14.31,26.33,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.82,81.44,81.92,83.75,84.69,85.62,10.6,Population age 15+ using internet in the last year.,Médiamétrie.,"Population age 11+, used in the last month.",Médiamétrie.,"Population age 11+, used in the last month.",Médiamétrie.,"Population age 11+, used in the last month.",Médiamétrie.,"Population age 11+, used in the last month.",Médiamétrie.,"Population age 11+, used in the last month.",Médiamétrie.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,Eurostat.
French Guiana [included in France data],9.69,11.62,13.92,16.55,19.5,20.79,22.06,23.31,24.53,25.7,,,,,,,,10.6,,,,,,,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,,,,,,,,,,,,,
French Polynesia,6.36,6.25,8.2,14.12,17.88,21.54,25.11,28.59,33.87,44.6,49,49,52.88,56.8,60.68,64.56,68.44,10.6,,,,,,,,,,,,,,,,Service des postes et télécommunications,,Service des postes et télécommunications,,Service des postes et télécommunications,,Service des Postes et Télécommunications,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Gabon,1.22,1.35,1.94,2.66,2.98,4.89,5.49,5.77,7.5,9.5,13,18,24,30.54,38.07,45.78,48.05,10.6,,Office des postes et des télécommunications (OPT).,,Office des postes et des télécommunications (OPT).,,Gabon Telecom S.A.,,Gabon Telecom S.A.,,Gabon Telecom S.A.,,Gabon Telecom S.A.,,Gabon Telecom S.A.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.,,ITU Estimate.
Gambia,0.92,1.34,1.8,2.44,3.31,3.8,5.24,6.21,6.88,7.63,9.2,10.87,12.45,14,15.56,16.5,18.5,10.6,,The Gambia Public Utilities Regulatory Authority.,,The Gambia Public Utilities Regulatory Authority.,,The Gambia Public Utilities Regulatory Authority.,,The Gambia Public Utilities Regulatory Authority.,,The Gambia Public Utilities Regulatory Authority.,,ITU estimate.,,The Gambia Public Utilities Regulatory Authority.,,The Gambia Public Utilities Regulatory Authority.,,ITU estimate.,,ITU estimate.,,The Gambia Public Utilities Regulatory Authority,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Georgia,0.48,0.99,1.59,2.56,3.89,6.08,7.53,8.26,10.01,20.07,26.9,31.52,36.94,43.3,44,47.57,58.01,10.6,,Ministry of Communications.,,Georgian National Communications Commission (GNCC).,,Georgian National Communications Commission (GNCC).,,Georgian National Communications Commission (GNCC).,,Georgian National Communications Commission (GNCC).,,ITU estimate.,,Georgian National Communications Commission (GNCC).,,Georgian National Communications Commission,,ITU estimate.,,ITU estimate.,,Ministry of Economy and Sustainable Development of Georgia,,ITU estimate.,,ITU estimate.,Population age 6+ in the last 12 months.,National Statistics Office of Georgia,"Survey value is 49.1% for population age 6+ using Internet in the last 12 months. The current value is an ITU estimate provided for comparability reasons with 2015 value, which corresponds to users in the last 3 months.",ITU estimate.,"Population age 6+. Break in comparability, reference period in the last 3 months.",National Statistics Office of Georgia (Geostat),,National Statistics Office of Georgia (Geostat).
Germany,30.22,31.65,48.82,55.9,64.73,68.71,72.16,75.16,78,79,82,81.27,82.35,84.17,86.19,87.59,89.65,10.6,,(N)onliner-Atlas.,,(N)onliner-Atlas.,Population age 16-74 using Internet in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,Eurostat.
Ghana,0.15,0.2,0.83,1.19,1.72,1.83,2.72,3.85,4.27,5.44,7.8,9,10.6,15,25.52,31.45,34.67,10.6,,Ghana Telecom.,,Ghana Telecom estimate.,,National Communications Authority (NCA).,,National Communications Authority (NCA).,,National Communications Authority (NCA).,,National Communications Authority (NCA).,,National Communications Authority (NCA).,,National Communications Authority,,National Communications Authority,,National Communications Authority,Break in comparability: persons 12 years and older. Based on Census 2010 results.,Ghana Statistical Service.,,ITU estimate.,Ghana Living Standards Survey 2012/2013. The estimate is based on weighting households who use internet by the household size over the total estimated population. Sample weights have also been applied. The question was asked at household level.,Ghana Statistical Service,,ITU estimate.,,ITU estimate.,,ITU Estimate.,,ITU Estimate.
Gibraltar,19.13,21.17,23.67,28.33,32.89,39.07,45.3,51.61,58,65.07,65,65,65.02,,,,94.44,10.6,,GNC Networks Limited.,,GNC Networks Limited.,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,Gibraltar Regulatory Authority,,ITU estimate.,,ITU estimate.,,Gibraltar Regulatory Authority,,Gibraltar Regulatory Authority,,ITU estimate.,,,,,,,,ITU Estimate.
Greece,9.14,10.94,14.67,17.8,21.42,24,32.25,35.88,38.2,42.4,44.4,51.65,55.07,59.87,63.21,66.84,69.09,10.6,,Hellenic Telecommunications & Post Commission (EETT).,,Hellenic Telecommunications & Post Commission (EETT).,"Population age 16-74, in the last 3 months.",Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Hellenic Telecommunications & Post Commission and EL.STAT,Population age 16-74.,Hellenic Telecommunications & Post Commission,Population age 16-74.,Hellenic Telecommunications & Post Commission and EL.STAT, Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,Hellenic Statistical Authority.
Greenland,31.75,35.46,44.15,54.53,56.1,57.7,59.36,61.07,62.82,62.83,63,64,64.9,65.8,66.7,67.6,68.5,10.6,,,,,,,,,,,,,,,,TELE Greenland,,TELE Greenland,,TELE Greenland,,Tele Greenland A/S,,Tele Greenland A/S,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Grenada,4.06,5.13,14.76,18.65,19.57,20.49,21.4,22.29,23.18,24.05,27,30,32,35,51.6,53.81,55.86,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Cable & Wireless Grenada Ltd. trading as LIME,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ECTEL,,ITU estimate.,,ITU Estimate.
Guadeloupe [included in France data],5.83,9.2,11.35,14.12,17.51,18.66,19.83,21.02,22.22,23.42,,,,,,,,10.6,,,,,,,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,,,,,,,,,,,,,
Guam,16.11,25.38,31.19,33.72,36.16,38.56,43.85,46.15,48.42,50.64,54.04,57.7,61.53,65.4,69.27,73.14,77.01,10.6,,Guam Telephone Authority.,,Guam Telephone Authority.,,Guam Telephone Authority.,,Guam Telephone Authority.,,Guam Telephone Authority.,,Guam Telephone Authority.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Guatemala,0.71,1.74,3.39,4.55,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4,28.81,34.51,10.6,,,,,,,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.,,ITU Estimate.
Guernsey,31.9,44.47,53.57,59.14,64.52,73.57,83.63,,,,,83.63,,,,,,10.6,,Cable & Wireless Guernsey.,,Cable & Wireless Guernsey.,,CRC based on survey.,,Cable & Wireless Guernsey.,,2004 HH ICT survey.,,Cable & Wireless Guernsey.,,Cable & Wireless Guernsey.,,,,,,,,,,ITU estimate.,,,,,,,,,,
Guinea,0.1,0.18,0.4,0.45,0.51,0.54,0.64,0.78,0.92,0.94,1,2,3.1,4.5,6.4,8.2,9.8,10.6,,,,,,,,,,,,,,,,Ministère de la Communication et des Nouvelles Technologies de l'Information.,Based on operators' information.,Ministère de la Communication et des Nouvelles Technologies de l'Information,Based on operators' information.,Ministère de la Communication et des Nouvelles Technologies de l'Information,,ITU estimate.,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.,,ITU Estimate.
Guinea-Bissau,0.23,0.3,1.02,1.35,1.81,1.9,2.06,2.21,2.35,2.3,2.45,2.67,2.89,3.1,3.32,3.54,3.76,10.6,,,,,,,,,,,,,,,,ITU estimate.,,Instituto das Comunicaçoes da Guiné-Bissau.,,Instituto das Comunicaçoes da Guiné-Bissau.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Guyana,6.61,13.21,,,,,,13.8,18.2,23.9,29.9,30,30.5,31,32,34,35.66,10.6,,,,,,,,,,,,,,,,ITU estimate.,,National Frequency Management Unit,,National Frequency Management Unit,,National Frequency Management Unit,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Haiti,0.23,0.34,0.89,1.65,5.4,6.38,6.8,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4,12.2,12.23,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Honduras,1.2,1.42,2.6,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08,27.62,30,10.6,,,,,,,Estimated based on Survey's results. Population age 5+.,ITU estimate.,Population age 5+.,"ITU based on ECLAC, OSILAC.",Population age 5+.,"ITU based on ECLAC, OSILAC.",Population age 5+.,ITU estimate.,Population age 5+.,"ITU based on ECLAC, OSILAC.",Population age 5+.,Instituto Nacional de Estadistica de Honduras (INE),Estimated based on Survey's results. Population age 5+.,ITU estimate.,,Comisión Nacional de Telecomunicaciones (CONATEL),Estimated based on Survey's results. Population age 5+.,Comisión Nacional de Telecomunicaciones (CONATEL),,Instituto Nacional de Estadistica,,Instituto Nacional de Estadistica,,ITU estimate.,,ITU Estimate.,,ITU Estimate.
"Hong Kong, China",27.83,38.67,43.08,52.2,56.4,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,79.87,84.95,87.48,10.6,Population age 10+ who accessed Internet in previous year.,Census and Statistics Department,Population age 10+ who accessed Internet in previous year.,Census and Statistics Department,Population age 10+ who accessed Internet in previous year.,Census and Statistics Department,Population age 10+ who accessed Internet in previous year.,Census and Statistics Department,Population age 10+ who accessed Internet in previous year.,Census and Statistics Department,Population age 10+.,Census and Statistics Department.,Population age 10+.,Census and Statistics Department.,Population age 10+.,Census and Statistics Department.,Population age 10+.,Census and Statistics Department.,Population age 10+.,Census and Statistics Department.,Population age 10+.,Office of the Telecommunications Authority,Population age 10+.,ITU estimate.,All persons aged 10 and over,Census and Statistics Department,All persons aged 10 and over,Census and Statistics Department,Population age 10+.,Census and Statistics Department,Population age 10+.,Census and Statistics Department,,Census and Statistics Department.
Hungary,7,14.53,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,68.02,70.58,72.64,75.65,72.83,79.26,10.6,,National Communications Authority.,,National Communications Authority.,,National Communications Authority.,,National Communications Authority.,,ITU estimate based on Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,"Eurostat.
",Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,Eurostat.
Iceland,44.47,49.39,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.82,96.21,96.55,98.16,98.2,98.24,10.6,,Iceland Telecom Ltd.,,Iceland Telecom Ltd.,"Break in comparability, from this year on data based on Eurostat.",ITU estimate based on Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,,Post and Telecom Administration,,Post and Telecom Administration,"Population age 16-74, in the last 3 months.",Post and Telecom Administration, Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,,ITU estimate.,,ITU Estimate.
India,0.53,0.66,1.54,1.69,1.98,2.39,2.81,3.95,4.38,5.12,7.5,10.07,12.58,15.1,21,26,29.55,10.6,,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.,,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.,,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.,December.,Department of Telecommunications (DOT). Ministry of Communications and Information Technology.,,ITU estimate. ,,ITU estimate. ,September. ,Internet in India [I Cube] Report 2007. ,September. ,"Department of Telecommunications, Ministry of Communications & IT",,"Department of Telecommunications, Ministry of Communications & IT",,"Department of Telecommunications, Ministry of Communications & IT",,ITU estimate.,Estimate based on market research reports indicating 121 million Internet users by 12/2011. India has 20.99  million Internet connections (incl. broad- and narrowband subscript. excl. mobile phone subscript. with data capabilities) in 09/2011.,DoT / TRAI.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Indonesia,0.93,2.02,2.13,2.39,2.6,3.6,4.76,5.79,7.92,6.92,10.92,12.28,14.52,14.94,17.14,21.98,25.37,10.6,,Indonesian Internet Service Provider Association.,,Indonesian Internet Service Provider Association.,,Indonesian Internet Service Provider Association.,,Indonesian Internet Service Provider Association.,,Indonesian Internet Service Provider Association.,,Indonesian Internet Service Provider Association.,,Indonesian Internet Service Provider Association.,,Indonesian Internet Service Provider Association.,,ITU estimate.,,Ministry of Communication and Information Technology,Refers to total population.,Ministry of Communication and Information Technology,Break in comparability. Population age 5+. (value for all population is 11.11%).,Badan Pusat Statistik., Population age 5+.,BPS-Statistics Indonesia,Population age 5+.,BPS-Statistics Indonesia,Population age 5+.,BPS-Statistics Indonesia,Population age 5+.,BPS-Statistics Indonesia,,BPS-Statistics Indonesia.
Iran (I.R.),0.93,1.48,4.63,6.93,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,45.33,53.23,10.6,,Ministry of Information and Communications Technology.,,Ministry of Information and Communications Technology.,,Ministry of Information and Communications Technology.,,Communications Regulatory Authority (CRA).,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,Population age 6+.,Statistical Centre of Iran (SCI),,ITU estimate.,Population age 6+.,Statistical Center of Iran.,,ITU estimate.,Population age 6+.,Statistical Centre of Iran (SCI),Population age 6+.,Statistical Centre of Iran (SCI),Country estimate.,Statistical Centre of Iran (SCI),Country estimate.,Statistical Centre of Iran (SCI),,Statistical Centre of Iran (SCI).
Iraq,,0.1,0.5,0.6,0.9,0.9,0.95,0.93,1,1.06,2.5,5,7.1,9.2,13.21,17.22,21.23,10.6,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Ministry of Communications,,Ministry of Communications,,Ministry of Communications,,Ministry of Communications,,Ministry of Communications,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Central Statistical Organization,,ITU estimate.,,ITU Estimate.
Ireland,17.85,23.14,25.85,34.31,36.99,41.61,54.82,61.16,65.34,67.38,69.85,74.89,76.92,78.25,83.49,83.49,85.01,10.6,Population age 15+.,Amarach.,Population age 15+.,Amarach.,age 15+.,Amarach.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,"Population age 16-74.
",Eurostat.,"Population age 16-74.
",Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74. Last three months.,Eurostat,Population age 16-74. Last three months.,Eurostat.,Population age 16-74. Last three months.,Eurostat.
Israel,20.87,17.38,17.76,19.59,22.77,25.19,27.88,48.13,59.39,63.12,67.5,68.87,70.8,70.25,75.02,77.35,79.65,10.6,,,,,,,,,,,,,,,Population age 20+.,Central Bureau of Statistics.,Population age 20+.,Central Bureau of Statistics.,Population age 20+.,Central Bureau of Statistics.,Population age 20+.,Central Bureau of Statistics,"Age 20+.

in the last 3 months",Central Bureau of Statistics,"Age 20+.

in the last 3 months",Central Bureau of Statistics,Age 20+. in the last 3 months,CENTRAL BUREAU OF STATISTICS,Population age 20+.,CENTRAL BUREAU OF STATISTICS,Population age 20+.,Israel Central Bureau of Statistics,,Israel Central Bureau of Statistics.
Italy,23.11,27.22,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.39,55.83,58.46,55.64,58.14,61.32,10.6,,IDC.,,IDC.,"Population age 16-74, in the last 3 months.",Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,"Population age 16-74.
",Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Break in series. Population age 6+.,Istat/ Italian National Institute of Statistics.,Population age 6+.,Istat/ Italian National Institute of Statistics.,Population age 6+.,Istat/ Italian National Institute of Statistics.
